county,date,aqi_mean,aqi_max,pm25_mean,pm25_max,observation_count,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,fire_event_count_radius,smoke_present,min_fire_distance_km,fire_radius_km,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_roll3_mean,aqi_roll7_mean,target_next_day_aqi,target_next_day_exceedance
Merced,2021-03-07,-31.95652173913044,25.0,,,23.0,11.95,19.1,4.8,0.0,11.5,0.0,0.0,1500.0,150.0,14.333333333333334,51.54166666666666,40.79166666666666,35.55555555555551,30.854037267080745,26.375,0.0
Merced,2021-03-08,26.375,56.0,,,24.0,13.05,18.5,7.6,0.0,16.6,0.0,0.0,1500.0,150.0,-31.95652173913044,14.333333333333334,51.54166666666666,11.306159420289811,29.934782608695652,28.291666666666668,0.0
Merced,2021-03-09,28.291666666666668,54.0,,,24.0,10.85,16.1,5.6,2.5,13.3,0.0,0.0,1500.0,150.0,26.375,-31.95652173913044,14.333333333333334,2.9172705314009257,27.952639751552795,8.041666666666666,0.0
Merced,2021-03-10,8.041666666666666,31.0,,,24.0,9.9,13.6,6.2,15.0,15.0,0.0,0.0,1500.0,150.0,28.291666666666668,26.375,-31.95652173913044,7.570048309178705,25.92883022774327,9.208333333333334,0.0
Merced,2021-03-11,9.208333333333334,28.0,,,24.0,8.1,12.2,4.0,0.5,9.6,0.0,0.0,1500.0,150.0,8.041666666666666,28.291666666666668,26.375,20.90277777777774,19.63121118012422,19.666666666666668,0.0
Merced,2021-03-12,19.666666666666668,39.0,,,24.0,10.7,16.3,5.1,0.0,9.6,0.0,0.0,1500.0,150.0,9.208333333333334,8.041666666666666,28.291666666666668,15.180555555555515,15.119306418219463,43.875,0.0
Merced,2021-03-13,43.875,61.0,,,24.0,11.45,18.2,4.7,0.0,14.8,0.0,0.0,1500.0,150.0,19.666666666666668,9.208333333333334,8.041666666666666,12.305555555555516,10.565734989648035,25.25,0.0
Merced,2021-03-14,25.25,47.0,,,24.0,11.35,17.5,5.2,0.0,19.2,0.0,0.0,1500.0,150.0,43.875,19.666666666666668,9.208333333333334,24.24999999999996,14.785973084886129,14.291666666666666,0.0
Merced,2021-03-15,14.291666666666666,39.0,,,24.0,9.75,14.2,5.3,5.4,22.5,0.0,0.0,1500.0,150.0,25.25,43.875,19.666666666666668,29.597222222222182,22.958333333333336,14.375,0.0
Merced,2021-03-16,14.375,27.0,,,24.0,8.35,15.1,1.6,0.1,13.2,0.0,0.0,1500.0,150.0,14.291666666666666,25.25,43.875,27.805555555555515,21.232142857142858,29.166666666666668,0.0
Merced,2021-03-17,29.166666666666668,54.0,,,24.0,10.45,18.1,2.8,0.0,9.1,0.0,0.0,1500.0,150.0,14.375,14.291666666666666,25.25,17.972222222222182,19.24404761904762,44.04166666666666,0.0
Merced,2021-03-18,44.04166666666666,58.0,,,24.0,13.25,17.4,9.1,4.7,10.9,0.0,0.0,1500.0,150.0,29.166666666666668,14.375,14.291666666666666,19.27777777777774,22.261904761904763,31.58333333333333,0.0
Merced,2021-03-19,31.58333333333333,57.0,,,24.0,15.5,19.1,11.9,12.8,9.6,0.0,0.0,1500.0,150.0,44.04166666666666,29.166666666666668,14.375,29.1944444444444,27.238095238095237,11.375,0.0
Merced,2021-03-20,11.375,27.0,,,24.0,10.7,17.2,4.2,1.9,20.0,0.0,0.0,1500.0,150.0,31.58333333333333,44.04166666666666,29.166666666666668,34.930555555555515,28.940476190476193,10.5,0.0
Merced,2021-03-21,10.5,26.0,,,24.0,11.95,19.1,4.8,0.0,18.9,0.0,0.0,1500.0,150.0,11.375,31.58333333333333,44.04166666666666,28.999999999999954,24.297619047619047,23.666666666666668,0.0
Merced,2021-03-22,23.666666666666668,46.0,,,24.0,12.55,19.2,5.9,0.0,15.2,0.0,0.0,1500.0,150.0,10.5,11.375,31.58333333333333,17.819444444444404,22.190476190476193,19.08333333333333,0.0
Merced,2021-03-23,19.08333333333333,37.0,,,24.0,13.95,19.1,8.8,0.0,35.9,0.0,0.0,1500.0,150.0,23.666666666666668,10.5,11.375,15.180555555555515,23.529761904761905,14.0,0.0
Merced,2021-03-24,14.0,36.0,,,24.0,13.8,20.0,7.6,0.0,31.3,0.0,0.0,1500.0,150.0,19.08333333333333,23.666666666666668,10.5,17.749999999999957,24.202380952380956,26.041666666666668,0.0
Merced,2021-03-25,26.041666666666668,46.0,,,24.0,14.15,19.4,8.9,0.0,18.0,0.0,0.0,1500.0,150.0,14.0,19.08333333333333,23.666666666666668,18.916666666666625,22.035714285714285,19.58333333333333,0.0
Merced,2021-03-26,19.58333333333333,44.0,,,24.0,13.6,21.1,6.1,0.0,17.8,0.0,0.0,1500.0,150.0,26.041666666666668,14.0,19.08333333333333,19.70833333333329,19.464285714285715,30.5,0.0
Merced,2021-03-27,30.5,52.0,,,24.0,14.65,24.5,4.8,0.0,9.7,0.0,0.0,1500.0,150.0,19.58333333333333,26.041666666666668,14.0,19.874999999999957,17.750000000000004,29.70833333333333,0.0
Merced,2021-03-28,29.70833333333333,47.0,,,24.0,18.0,27.0,9.0,0.0,8.1,0.0,0.0,1500.0,150.0,30.5,19.58333333333333,26.041666666666668,25.374999999999957,20.482142857142858,27.625,0.0
Merced,2021-03-29,27.625,52.0,,,24.0,17.1,26.1,8.1,0.0,12.4,0.0,0.0,1500.0,150.0,29.70833333333333,30.5,19.58333333333333,26.597222222222182,23.226190476190474,15.541666666666666,0.0
Merced,2021-03-30,15.541666666666666,31.0,,,24.0,17.45,24.5,10.4,0.0,17.7,0.0,0.0,1500.0,150.0,27.625,29.70833333333333,30.5,29.277777777777732,23.791666666666668,38.458333333333336,0.0
Merced,2021-03-31,38.458333333333336,57.0,,,24.0,17.9,28.9,6.9,0.0,10.2,0.0,0.0,1500.0,150.0,15.541666666666666,27.625,29.70833333333333,24.291666666666625,23.285714285714285,39.708333333333336,0.0
Merced,2021-04-01,39.708333333333336,55.0,,,24.0,19.7,30.2,9.2,0.0,9.9,0.0,0.0,1500.0,150.0,38.458333333333336,15.541666666666666,27.625,27.208333333333297,26.7797619047619,41.083333333333336,0.0
Merced,2021-04-02,41.083333333333336,58.0,,,24.0,20.25,29.4,11.1,0.0,11.9,0.0,0.0,1500.0,150.0,39.708333333333336,38.458333333333336,15.541666666666666,31.23611111111107,28.732142857142858,40.25,0.0
Merced,2021-04-03,40.25,53.0,,,24.0,19.15,28.6,9.7,0.0,20.5,0.0,0.0,1500.0,150.0,41.083333333333336,39.708333333333336,38.458333333333336,39.749999999999964,31.803571428571434,36.875,0.0
Merced,2021-04-04,36.875,54.0,,,24.0,15.6,23.0,8.2,0.0,19.1,0.0,0.0,1500.0,150.0,40.25,41.083333333333336,39.708333333333336,40.34722222222218,33.19642857142857,26.70833333333333,0.0
Merced,2021-04-05,26.70833333333333,53.0,,,24.0,15.6,22.1,9.1,0.0,13.8,0.0,0.0,1500.0,150.0,36.875,40.25,41.083333333333336,39.402777777777736,34.220238095238095,32.75,0.0
Merced,2021-04-06,32.75,53.0,,,24.0,16.599999999999998,25.4,7.8,0.0,18.2,0.0,0.0,1500.0,150.0,26.70833333333333,36.875,40.25,34.611111111111065,34.089285714285715,45.91666666666666,0.0
Merced,2021-04-07,45.91666666666666,57.0,,,24.0,17.35,25.1,9.6,0.2,16.1,0.0,0.0,1500.0,150.0,32.75,26.70833333333333,36.875,32.111111111111065,36.54761904761905,24.375,0.0
Merced,2021-04-08,24.375,42.0,,,24.0,17.0,26.4,7.6,0.0,17.7,0.0,0.0,1500.0,150.0,45.91666666666666,32.75,26.70833333333333,35.12499999999995,37.61309523809524,32.291666666666664,0.0
Merced,2021-04-09,32.291666666666664,45.0,,,24.0,17.85,25.8,9.9,0.0,15.6,0.0,0.0,1500.0,150.0,24.375,45.91666666666666,32.75,34.34722222222218,35.422619047619044,32.958333333333336,0.0
Merced,2021-04-10,32.958333333333336,51.0,,,24.0,17.4,26.9,7.9,0.0,21.4,0.0,0.0,1500.0,150.0,32.291666666666664,24.375,45.91666666666666,34.1944444444444,34.16666666666667,43.91666666666666,0.0
Merced,2021-04-11,43.91666666666666,55.0,,,24.0,18.4,27.5,9.3,0.0,15.9,0.0,0.0,1500.0,150.0,32.958333333333336,32.291666666666664,24.375,29.87499999999996,33.125,39.833333333333336,0.0
Merced,2021-04-12,39.833333333333336,54.0,,,24.0,19.0,28.1,9.9,0.0,13.7,0.0,0.0,1500.0,150.0,43.91666666666666,32.958333333333336,32.291666666666664,36.38888888888885,34.13095238095239,46.16666666666666,0.0
Merced,2021-04-13,46.16666666666666,57.0,,,24.0,18.9,27.1,10.7,0.0,20.5,0.0,0.0,1500.0,150.0,39.833333333333336,43.91666666666666,32.958333333333336,38.902777777777736,36.00595238095238,53.083333333333336,0.0
Merced,2021-04-14,53.083333333333336,57.0,,,24.0,15.2,22.0,8.4,0.0,25.9,0.0,0.0,1500.0,150.0,46.16666666666666,39.833333333333336,43.91666666666666,43.30555555555551,37.922619047619044,38.75,0.0
Merced,2021-04-15,38.75,53.0,,,24.0,16.8,24.7,8.9,0.0,12.3,0.0,0.0,1500.0,150.0,53.083333333333336,46.16666666666666,39.833333333333336,46.361111111111065,38.94642857142857,35.416666666666664,0.0
Merced,2021-04-16,35.416666666666664,56.0,,,24.0,17.9,26.9,8.9,0.0,17.0,0.0,0.0,1500.0,150.0,38.75,53.083333333333336,46.16666666666666,45.99999999999995,41.0,40.41666666666666,0.0
Merced,2021-04-17,40.41666666666666,55.0,,,24.0,19.1,27.9,10.3,0.0,20.6,0.0,0.0,1500.0,150.0,35.416666666666664,38.75,53.083333333333336,42.41666666666662,41.44642857142857,30.45833333333333,0.0
Merced,2021-04-18,30.45833333333333,54.0,,,24.0,20.95,31.2,10.7,0.0,16.0,0.0,0.0,1500.0,150.0,40.41666666666666,35.416666666666664,38.75,38.1944444444444,42.51190476190476,28.166666666666668,0.0
Merced,2021-04-19,28.166666666666668,51.0,,,24.0,22.3,31.0,13.6,0.0,16.2,0.0,0.0,1500.0,150.0,30.45833333333333,40.41666666666666,35.416666666666664,35.43055555555551,40.589285714285715,41.5,0.0
Merced,2021-04-20,41.5,56.0,,,24.0,20.25,29.4,11.1,0.0,25.7,0.0,0.0,1500.0,150.0,28.166666666666668,30.45833333333333,40.41666666666666,33.01388888888884,38.922619047619044,30.041666666666668,0.0
Merced,2021-04-21,30.041666666666668,57.0,,,24.0,18.0,25.1,10.9,0.0,28.0,0.0,0.0,1500.0,150.0,41.5,28.166666666666668,30.45833333333333,33.374999999999964,38.25595238095237,47.875,0.0
Merced,2021-04-22,47.875,63.0,,,24.0,17.6,25.6,9.6,0.0,20.4,0.0,0.0,1500.0,150.0,30.041666666666668,41.5,28.166666666666668,33.23611111111107,34.964285714285715,46.333333333333336,0.0
Merced,2021-04-23,46.333333333333336,61.0,,,24.0,16.9,24.8,9.0,0.0,22.7,0.0,0.0,1500.0,150.0,47.875,30.041666666666668,41.5,39.805555555555515,36.267857142857146,30.95833333333333,0.0
Merced,2021-04-24,30.95833333333333,52.0,,,24.0,16.5,23.4,9.6,0.0,20.6,0.0,0.0,1500.0,150.0,46.333333333333336,47.875,30.041666666666668,41.41666666666663,37.827380952380956,10.375,0.0
Merced,2021-04-25,10.375,28.0,,,24.0,17.049999999999997,21.9,12.2,0.7,18.4,0.0,0.0,1500.0,150.0,30.95833333333333,46.333333333333336,47.875,41.72222222222218,36.476190476190474,6.958333333333333,0.0
Merced,2021-04-26,6.958333333333333,25.0,,,24.0,15.2,21.8,8.6,0.3,18.1,0.0,0.0,1500.0,150.0,10.375,30.95833333333333,46.333333333333336,29.222222222222182,33.60714285714286,11.791666666666666,0.0
Merced,2021-04-27,11.791666666666666,28.0,,,24.0,16.45,25.2,7.7,0.0,21.7,0.0,0.0,1500.0,150.0,6.958333333333333,10.375,30.95833333333333,16.09722222222218,30.577380952380953,21.875,0.0
Merced,2021-04-28,21.875,51.0,,,24.0,19.4,29.6,9.2,0.0,15.2,0.0,0.0,1500.0,150.0,11.791666666666666,6.958333333333333,10.375,9.708333333333291,26.33333333333334,36.125,0.0
Merced,2021-04-29,36.125,55.0,,,24.0,21.950000000000003,32.7,11.2,0.0,12.3,0.0,0.0,1500.0,150.0,21.875,11.791666666666666,6.958333333333333,13.541666666666623,25.166666666666668,35.708333333333336,0.0
Merced,2021-04-30,35.708333333333336,55.0,,,24.0,24.5,33.8,15.2,0.0,15.0,0.0,0.0,1500.0,150.0,36.125,21.875,11.791666666666666,23.263888888888847,23.48809523809524,19.125,0.0
Merced,2021-05-01,19.125,33.0,,,24.0,22.65,33.0,12.3,0.0,20.6,0.0,0.0,1500.0,150.0,35.708333333333336,36.125,21.875,31.236111111111068,21.9702380952381,27.375,0.0
Merced,2021-05-02,27.375,49.0,,,24.0,20.45,30.0,10.9,0.0,26.3,0.0,0.0,1500.0,150.0,19.125,35.708333333333336,36.125,30.3194444444444,20.27976190476191,26.541666666666668,0.0
Merced,2021-05-03,26.541666666666668,44.0,,,24.0,24.05,32.5,15.6,0.0,24.9,0.0,0.0,1500.0,150.0,27.375,19.125,35.708333333333336,27.402777777777732,22.70833333333334,40.083333333333336,0.0
Merced,2021-05-04,40.083333333333336,56.0,,,24.0,24.6,34.0,15.2,0.0,17.8,0.0,0.0,1500.0,150.0,26.541666666666668,27.375,19.125,24.347222222222182,25.505952380952383,38.5,0.0
Merced,2021-05-05,38.5,54.0,,,24.0,26.2,35.8,16.6,0.0,10.8,0.0,0.0,1500.0,150.0,40.083333333333336,26.541666666666668,27.375,31.33333333333329,29.547619047619055,31.75,0.0
Merced,2021-05-06,31.75,51.0,,,24.0,24.6,34.8,14.4,0.0,22.0,0.0,0.0,1500.0,150.0,38.5,40.083333333333336,26.541666666666668,35.04166666666662,31.922619047619055,20.58333333333333,0.0
Merced,2021-05-07,20.58333333333333,35.0,,,24.0,21.4,30.5,12.3,0.0,21.7,0.0,0.0,1500.0,150.0,31.75,38.5,40.083333333333336,36.777777777777736,31.297619047619055,34.916666666666664,0.0
Merced,2021-05-08,34.916666666666664,51.0,,,24.0,24.1,32.1,16.1,0.0,21.4,0.0,0.0,1500.0,150.0,20.58333333333333,31.75,38.5,30.277777777777732,29.136904761904763,31.5,0.0
Merced,2021-05-09,31.5,48.0,,,24.0,25.3,32.0,18.6,0.0,19.2,0.0,0.0,1500.0,150.0,34.916666666666664,20.58333333333333,31.75,29.083333333333286,31.392857142857142,30.95833333333333,0.0
Merced,2021-05-10,30.95833333333333,50.0,,,24.0,24.95,34.5,15.4,0.0,17.3,0.0,0.0,1500.0,150.0,31.5,34.916666666666664,20.58333333333333,28.999999999999954,31.982142857142858,33.541666666666664,0.0
Merced,2021-05-11,33.541666666666664,54.0,,,24.0,24.95,35.3,14.6,0.0,21.7,0.0,0.0,1500.0,150.0,30.95833333333333,31.5,34.916666666666664,32.458333333333286,32.61309523809524,40.583333333333336,0.0
Merced,2021-05-12,40.583333333333336,57.0,,,24.0,26.4,36.3,16.5,0.0,17.5,0.0,0.0,1500.0,150.0,33.541666666666664,30.95833333333333,31.5,31.999999999999954,31.678571428571427,37.875,0.0
Merced,2021-05-13,37.875,53.0,,,24.0,25.75,35.3,16.2,0.0,19.1,0.0,0.0,1500.0,150.0,40.583333333333336,33.541666666666664,30.95833333333333,35.027777777777736,31.976190476190478,37.625,0.0
Merced,2021-05-14,37.625,53.0,,,24.0,22.55,31.8,13.3,0.0,22.2,0.0,0.0,1500.0,150.0,37.875,40.583333333333336,33.541666666666664,37.33333333333329,32.851190476190474,25.041666666666668,0.0
Merced,2021-05-15,25.041666666666668,59.0,,,24.0,18.25,25.5,11.0,0.0,25.4,0.0,0.0,1500.0,150.0,37.625,37.875,40.583333333333336,38.6944444444444,35.285714285714285,18.791666666666668,0.0
Merced,2021-05-16,18.791666666666668,32.0,,,24.0,19.3,26.8,11.8,0.0,18.9,0.0,0.0,1500.0,150.0,25.041666666666668,37.625,37.875,33.51388888888885,33.875,27.95833333333333,0.0
Merced,2021-05-17,27.95833333333333,52.0,,,24.0,19.4,27.2,11.6,0.0,19.8,0.0,0.0,1500.0,150.0,18.791666666666668,25.041666666666668,37.625,27.152777777777732,32.05952380952381,22.75,0.0
Merced,2021-05-18,22.75,43.0,,,24.0,21.95,32.0,11.9,0.0,22.6,0.0,0.0,1500.0,150.0,27.95833333333333,18.791666666666668,25.041666666666668,23.930555555555515,31.630952380952383,24.791666666666668,0.0
Merced,2021-05-19,24.791666666666668,48.0,,,24.0,21.05,30.2,11.9,0.0,29.3,0.0,0.0,1500.0,150.0,22.75,27.95833333333333,18.791666666666668,23.166666666666618,30.089285714285715,27.5,0.0
Merced,2021-05-20,27.5,42.0,,,24.0,15.75,22.6,8.9,0.0,26.6,0.0,0.0,1500.0,150.0,24.791666666666668,22.75,27.95833333333333,25.166666666666625,27.833333333333336,14.041666666666666,0.0
Merced,2021-05-21,14.041666666666666,28.0,,,24.0,17.75,23.9,11.6,0.0,24.2,0.0,0.0,1500.0,150.0,27.5,24.791666666666668,22.75,25.013888888888847,26.351190476190478,28.20833333333333,0.0
Merced,2021-05-22,28.20833333333333,64.0,,,24.0,18.2,25.9,10.5,0.0,22.7,0.0,0.0,1500.0,150.0,14.041666666666666,27.5,24.791666666666668,22.111111111111068,22.98214285714286,25.875,0.0
Merced,2021-05-23,25.875,40.0,,,24.0,19.2,26.8,11.6,0.2,24.3,0.0,0.0,1500.0,150.0,28.20833333333333,14.041666666666666,27.5,23.249999999999954,23.434523809523807,30.95833333333333,0.0
Merced,2021-05-24,30.95833333333333,51.0,,,24.0,22.4,33.0,11.8,0.0,20.5,0.0,0.0,1500.0,150.0,25.875,28.20833333333333,14.041666666666666,22.708333333333286,24.446428571428573,15.166666666666666,0.0
Merced,2021-05-25,15.166666666666666,33.0,,,24.0,23.0,31.8,14.2,0.0,20.3,0.0,0.0,1500.0,150.0,30.95833333333333,25.875,28.20833333333333,28.347222222222175,24.875000000000004,20.70833333333333,0.0
Merced,2021-05-26,20.70833333333333,45.0,,,24.0,23.1,33.0,13.2,0.0,22.1,0.0,0.0,1500.0,150.0,15.166666666666666,30.95833333333333,25.875,23.999999999999957,23.791666666666664,27.041666666666668,0.0
Merced,2021-05-27,27.041666666666668,55.0,,,24.0,22.05,31.6,12.5,0.0,22.2,0.0,0.0,1500.0,150.0,20.70833333333333,15.166666666666666,30.95833333333333,22.277777777777732,23.208333333333332,21.166666666666668,0.0
Merced,2021-05-28,21.166666666666668,41.0,,,24.0,23.55,32.5,14.6,0.0,24.8,0.0,0.0,1500.0,150.0,27.041666666666668,20.70833333333333,15.166666666666666,20.972222222222175,23.142857142857142,33.5,0.0
Merced,2021-05-29,33.5,53.0,,,24.0,21.200000000000003,30.1,12.3,0.0,20.2,0.0,0.0,1500.0,150.0,21.166666666666668,27.041666666666668,20.70833333333333,22.972222222222182,24.160714285714285,42.54166666666666,0.0
Merced,2021-05-30,42.54166666666666,60.0,,,24.0,24.05,35.5,12.6,0.0,22.3,0.0,0.0,1500.0,150.0,33.5,21.166666666666668,27.041666666666668,27.236111111111068,24.916666666666664,57.79166666666666,0.0
Merced,2021-05-31,57.79166666666666,65.0,,,24.0,29.3,40.4,18.2,0.0,16.5,0.0,0.0,1500.0,150.0,42.54166666666666,33.5,21.166666666666668,32.402777777777736,27.297619047619044,53.125,0.0
Merced,2021-06-01,53.125,63.0,,,24.0,29.6,39.7,19.5,0.0,20.3,0.0,0.0,1500.0,150.0,57.79166666666666,42.54166666666666,33.5,44.611111111111065,31.13095238095238,46.25,0.0
Merced,2021-06-02,46.25,56.0,,,24.0,28.6,39.2,18.0,0.0,20.4,0.0,0.0,1500.0,150.0,53.125,57.79166666666666,42.54166666666666,51.152777777777736,36.55357142857142,36.16666666666666,0.0
Merced,2021-06-03,36.16666666666666,53.0,,,24.0,27.2,37.8,16.6,0.0,20.5,0.0,0.0,1500.0,150.0,46.25,53.125,57.79166666666666,52.38888888888885,40.202380952380956,30.58333333333333,0.0
Merced,2021-06-04,30.58333333333333,51.0,,,24.0,27.6,36.6,18.6,0.0,20.3,0.0,0.0,1500.0,150.0,36.16666666666666,46.25,53.125,45.180555555555515,41.50595238095239,29.83333333333333,0.0
Merced,2021-06-05,29.83333333333333,52.0,,,24.0,25.05,34.7,15.4,0.0,21.3,0.0,0.0,1500.0,150.0,30.58333333333333,36.16666666666666,46.25,37.66666666666662,42.851190476190474,43.083333333333336,0.0
Merced,2021-06-06,43.083333333333336,55.0,,,24.0,24.45,33.0,15.9,0.0,19.0,0.0,0.0,1500.0,150.0,29.83333333333333,30.58333333333333,36.16666666666666,32.1944444444444,42.32738095238095,42.083333333333336,0.0
Merced,2021-06-07,42.083333333333336,54.0,,,24.0,21.45,29.4,13.5,0.0,25.3,0.0,0.0,1500.0,150.0,43.083333333333336,29.83333333333333,30.58333333333333,34.49999999999995,42.404761904761905,21.916666666666668,0.0
Merced,2021-06-08,21.916666666666668,48.0,,,24.0,18.9,25.9,11.9,0.0,26.1,0.0,0.0,1500.0,150.0,42.083333333333336,43.083333333333336,29.83333333333333,38.33333333333329,40.160714285714285,10.458333333333334,0.0
Merced,2021-06-09,10.458333333333334,27.0,,,24.0,18.0,24.5,11.5,0.0,22.1,0.0,0.0,1500.0,150.0,21.916666666666668,42.083333333333336,43.083333333333336,35.69444444444441,35.70238095238095,12.041666666666666,0.0
Merced,2021-06-10,12.041666666666666,27.0,,,24.0,18.6,27.0,10.2,0.0,23.5,0.0,0.0,1500.0,150.0,10.458333333333334,21.916666666666668,42.083333333333336,24.819444444444404,30.589285714285715,11.5,0.0
Merced,2021-06-11,11.5,27.0,,,24.0,21.25,30.4,12.1,0.0,17.8,0.0,0.0,1500.0,150.0,12.041666666666666,10.458333333333334,21.916666666666668,14.805555555555515,27.142857142857142,15.958333333333334,0.0
Merced,2021-06-12,15.958333333333334,34.0,,,24.0,25.45,34.8,16.1,0.0,15.3,0.0,0.0,1500.0,150.0,11.5,12.041666666666666,10.458333333333334,11.333333333333291,24.416666666666668,8.833333333333334,0.0
Merced,2021-06-13,8.833333333333334,23.0,,,24.0,26.5,34.8,18.2,0.0,21.2,0.0,0.0,1500.0,150.0,15.958333333333334,11.5,12.041666666666666,13.166666666666623,22.434523809523814,12.75,0.0
Merced,2021-06-14,12.75,29.0,,,24.0,25.35,33.5,17.2,0.0,23.2,0.0,0.0,1500.0,150.0,8.833333333333334,15.958333333333334,11.5,12.09722222222218,17.541666666666668,14.125,0.0
Merced,2021-06-15,14.125,28.0,,,24.0,25.7,34.9,16.5,0.0,19.9,0.0,0.0,1500.0,150.0,12.75,8.833333333333334,15.958333333333334,12.513888888888848,13.351190476190478,30.875,0.0
Merced,2021-06-16,30.875,51.0,,,24.0,28.25,38.5,18.0,0.0,18.3,0.0,0.0,1500.0,150.0,14.125,12.75,8.833333333333334,11.902777777777734,12.23809523809524,42.875,0.0
Merced,2021-06-17,42.875,57.0,,,24.0,31.7,43.9,19.5,0.0,15.0,0.0,0.0,1500.0,150.0,30.875,14.125,12.75,19.249999999999957,15.154761904761907,53.583333333333336,0.0
Merced,2021-06-18,53.583333333333336,66.0,,,24.0,33.849999999999994,44.8,22.9,0.0,18.1,0.0,0.0,1500.0,150.0,42.875,30.875,14.125,29.291666666666625,19.559523809523814,54.583333333333336,0.0
Merced,2021-06-19,54.583333333333336,65.0,,,24.0,33.099999999999994,42.8,23.4,0.0,19.8,0.0,0.0,1500.0,150.0,53.583333333333336,42.875,30.875,42.4444444444444,25.571428571428577,45.75,0.0
Merced,2021-06-20,45.75,57.0,,,24.0,31.4,41.7,21.1,0.0,20.6,0.0,0.0,1500.0,150.0,54.583333333333336,53.583333333333336,42.875,50.34722222222218,31.089285714285715,40.958333333333336,0.0
Merced,2021-06-21,40.958333333333336,56.0,,,24.0,29.1,39.2,19.0,0.0,24.0,0.0,0.0,1500.0,150.0,45.75,54.583333333333336,53.583333333333336,51.305555555555515,36.36309523809524,23.875,0.0
Merced,2021-06-22,23.875,44.0,,,24.0,26.2,35.4,17.0,0.0,20.9,0.0,0.0,1500.0,150.0,40.958333333333336,45.75,54.583333333333336,47.09722222222218,40.39285714285715,24.375,0.0
Merced,2021-06-23,24.375,45.0,,,24.0,25.8,34.5,17.1,0.0,21.5,0.0,0.0,1500.0,150.0,23.875,40.958333333333336,45.75,36.861111111111065,41.78571428571429,22.791666666666668,0.0
Merced,2021-06-24,22.791666666666668,37.0,,,24.0,24.3,32.6,16.0,0.0,20.5,0.0,0.0,1500.0,150.0,24.375,23.875,40.958333333333336,29.736111111111068,40.85714285714287,21.625,0.0
Merced,2021-06-25,21.625,48.0,,,24.0,25.9,36.3,15.5,0.0,18.8,0.0,0.0,1500.0,150.0,22.791666666666668,24.375,23.875,23.680555555555515,37.98809523809524,29.25,0.0
Merced,2021-06-26,29.25,52.0,,,24.0,29.1,39.3,18.9,0.0,22.0,0.0,0.0,1500.0,150.0,21.625,22.791666666666668,24.375,22.930555555555515,33.42261904761905,39.0,0.0
Merced,2021-06-27,39.0,55.0,,,24.0,31.1,41.3,20.9,0.0,16.8,0.0,0.0,1500.0,150.0,29.25,21.625,22.791666666666668,24.555555555555515,29.803571428571434,33.791666666666664,0.0
Merced,2021-06-28,33.791666666666664,52.0,,,24.0,29.7,39.9,19.5,0.0,18.0,0.0,0.0,1500.0,150.0,39.0,29.25,21.625,29.95833333333329,28.839285714285715,28.25,0.0
Merced,2021-06-29,28.25,53.0,,,24.0,30.200000000000003,40.6,19.8,0.0,16.9,0.0,0.0,1500.0,150.0,33.791666666666664,39.0,29.25,34.01388888888885,27.815476190476193,45.16666666666666,0.0
Merced,2021-06-30,45.16666666666666,60.0,,,24.0,29.65,39.2,20.1,0.0,23.2,0.0,0.0,1500.0,150.0,28.25,33.791666666666664,39.0,33.680555555555515,28.440476190476193,45.958333333333336,0.0
Merced,2021-07-01,45.958333333333336,60.0,,,24.0,26.4,35.2,17.6,0.0,24.7,0.0,0.0,1500.0,150.0,45.16666666666666,28.25,33.791666666666664,35.736111111111065,31.410714285714285,46.833333333333336,0.0
Merced,2021-07-02,46.833333333333336,61.0,,,24.0,27.75,37.5,18.0,0.0,20.7,0.0,0.0,1500.0,150.0,45.958333333333336,45.16666666666666,28.25,39.79166666666662,34.720238095238095,37.208333333333336,0.0
Merced,2021-07-03,37.208333333333336,52.0,,,24.0,27.85,37.8,17.9,0.0,21.7,0.0,0.0,1500.0,150.0,46.833333333333336,45.958333333333336,45.16666666666666,45.986111111111065,38.32142857142857,35.541666666666664,0.0
Merced,2021-07-04,35.541666666666664,51.0,,,24.0,26.85,36.3,17.4,0.0,20.5,0.0,0.0,1500.0,150.0,37.208333333333336,46.833333333333336,45.958333333333336,43.33333333333329,39.458333333333336,50.583333333333336,0.0
Merced,2021-07-05,50.583333333333336,95.0,,,24.0,27.15,37.3,17.0,0.0,21.8,0.0,0.0,1500.0,150.0,35.541666666666664,37.208333333333336,46.833333333333336,39.861111111111065,38.964285714285715,31.95833333333333,0.0
Merced,2021-07-06,31.95833333333333,57.0,,,24.0,27.5,37.7,17.3,0.0,20.3,0.0,0.0,1500.0,150.0,50.583333333333336,35.541666666666664,37.208333333333336,41.111111111111065,41.36309523809524,31.95833333333333,0.0
Merced,2021-07-07,31.95833333333333,53.0,,,24.0,27.9,38.8,17.0,0.0,19.6,0.0,0.0,1500.0,150.0,31.95833333333333,50.583333333333336,35.541666666666664,39.361111111111065,41.892857142857146,43.16666666666666,0.0
Merced,2021-07-08,43.16666666666666,58.0,,,24.0,30.75,42.6,18.9,0.0,17.0,0.0,0.0,1500.0,150.0,31.95833333333333,31.95833333333333,50.583333333333336,38.16666666666662,40.00595238095239,51.958333333333336,0.0
