county,date,aqi_mean,aqi_max,pm25_mean,pm25_max,observation_count,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,fire_event_count_radius,smoke_present,min_fire_distance_km,fire_radius_km
Fresno,2018-01-01,184.54166666666663,205.0,,,24.0,10.3,17.8,2.8,0.0,9.7,0.0,0.0,9815.494188410032,150.0
Fresno,2018-01-02,170.25,179.0,,,24.0,11.75,18.9,4.6,0.0,9.2,0.0,0.0,1500.0,150.0
Fresno,2018-01-03,163.0,168.0,,,24.0,10.45,17.4,3.5,0.3,9.0,0.0,0.0,1500.0,150.0
Fresno,2018-01-04,134.54166666666666,175.0,,,24.0,14.4,20.3,8.5,4.0,12.6,0.0,0.0,1500.0,150.0
Fresno,2018-01-05,63.625,79.0,,,24.0,15.85,21.1,10.6,0.0,8.9,0.0,0.0,1500.0,150.0
Fresno,2018-01-06,51.5,71.0,,,24.0,15.65,19.3,12.0,0.3,11.7,0.0,0.0,1500.0,150.0
Fresno,2018-01-07,52.625,63.0,,,24.0,13.45,18.3,8.6,0.0,11.3,0.0,0.0,1500.0,150.0
Fresno,2018-01-08,50.375,83.0,,,24.0,13.25,16.7,9.8,9.6,12.5,0.0,0.0,1500.0,150.0
Fresno,2018-01-09,19.875,28.0,,,24.0,12.85,15.1,10.6,18.5,22.7,0.0,0.0,1500.0,150.0
Fresno,2018-01-10,39.625,66.0,,,24.0,11.9,14.4,9.4,0.1,13.1,0.0,0.0,1500.0,150.0
Fresno,2018-01-11,61.0,91.0,,,24.0,10.45,14.3,6.6,0.0,10.5,0.0,0.0,1500.0,150.0
Fresno,2018-01-12,61.208333333333336,67.0,,,24.0,8.8,12.9,4.7,0.0,7.4,0.0,0.0,1500.0,150.0
Fresno,2018-01-13,70.95833333333333,85.0,,,24.0,11.2,16.0,6.4,0.0,9.4,0.0,0.0,1500.0,150.0
Fresno,2018-01-14,99.625,130.0,,,24.0,12.15,20.5,3.8,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2018-01-15,83.66666666666667,96.0,,,24.0,11.9,18.6,5.2,0.0,8.7,0.0,0.0,1500.0,150.0
Fresno,2018-01-16,74.41666666666667,93.0,,,24.0,12.15,17.4,6.9,0.0,10.9,0.0,0.0,1500.0,150.0
Fresno,2018-01-17,78.33333333333333,100.0,,,24.0,11.1,16.9,5.3,0.0,8.9,0.0,0.0,12071.18412658425,150.0
Fresno,2018-01-18,89.08333333333333,114.0,,,24.0,12.55,19.5,5.6,0.0,9.0,0.0,0.0,1500.0,150.0
Fresno,2018-01-19,54.708333333333336,104.0,,,24.0,12.8,17.3,8.3,2.0,19.2,0.0,0.0,1500.0,150.0
Fresno,2018-01-20,45.166666666666664,58.0,,,24.0,8.2,12.5,3.9,0.0,17.3,0.0,0.0,1500.0,150.0
Fresno,2018-01-21,80.0,156.0,,,24.0,6.6499999999999995,12.1,1.2,0.0,9.6,0.0,0.0,1500.0,150.0
Fresno,2018-01-22,82.58333333333333,130.0,,,24.0,8.9,14.9,2.9,0.0,8.0,0.0,0.0,1500.0,150.0
Fresno,2018-01-23,69.54166666666667,97.0,,,24.0,8.6,14.0,3.2,0.0,8.0,0.0,0.0,1500.0,150.0
Fresno,2018-01-24,69.25,103.0,,,24.0,10.45,18.4,2.5,0.0,12.1,0.0,0.0,1500.0,150.0
Fresno,2018-01-25,40.708333333333336,98.0,,,24.0,11.8,16.6,7.0,6.2,20.3,0.0,0.0,1500.0,150.0
Fresno,2018-01-26,53.208333333333336,97.0,,,24.0,6.8,13.4,0.2,0.0,11.5,0.0,0.0,1500.0,150.0
Fresno,2018-01-27,74.25,92.0,,,24.0,7.45,13.0,1.9,0.0,11.1,0.0,0.0,1500.0,150.0
Fresno,2018-01-28,98.20833333333331,147.0,,,24.0,9.05,16.7,1.4,0.0,7.7,0.0,0.0,1500.0,150.0
Fresno,2018-01-29,94.08333333333331,139.0,,,24.0,10.9,18.7,3.1,0.0,10.4,0.0,0.0,1500.0,150.0
Fresno,2018-01-30,88.25,128.0,,,24.0,11.4,18.6,4.2,0.0,9.2,0.0,0.0,1500.0,150.0
Fresno,2018-01-31,112.25,154.0,,,24.0,10.45,17.6,3.3,0.0,9.5,0.0,0.0,1500.0,150.0
Fresno,2018-02-01,88.8,153.0,,,40.0,11.85,18.9,4.8,0.0,9.2,0.0,0.0,1500.0,150.0
Fresno,2018-02-02,119.85416666666669,146.0,,,48.0,12.4,20.4,4.4,0.0,9.4,0.0,0.0,1500.0,150.0
Fresno,2018-02-03,122.89583333333331,156.0,,,48.0,13.35,22.0,4.7,0.0,10.5,0.0,0.0,1500.0,150.0
Fresno,2018-02-04,123.0,157.0,,,48.0,14.2,23.2,5.2,0.0,9.6,0.0,0.0,1500.0,150.0
Fresno,2018-02-05,101.0625,144.0,,,48.0,13.25,21.5,5.0,0.0,9.5,0.0,0.0,1500.0,150.0
Fresno,2018-02-06,89.33333333333333,109.0,,,48.0,12.85,20.6,5.1,0.0,9.3,0.0,0.0,1500.0,150.0
Fresno,2018-02-07,92.76595744680851,124.0,,,47.0,16.25,24.7,7.8,0.0,10.2,0.0,0.0,1500.0,150.0
Fresno,2018-02-08,62.78260869565217,111.0,,,46.0,14.3,23.9,4.7,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2018-02-09,79.91666666666667,93.0,,,48.0,14.25,22.8,5.7,0.0,10.8,0.0,0.0,1500.0,150.0
Fresno,2018-02-10,82.29166666666667,96.0,,,48.0,14.0,21.8,6.2,0.0,13.6,0.0,0.0,1031.3253380062374,150.0
Fresno,2018-02-12,31.5625,60.0,,,48.0,11.1,17.8,4.4,0.0,20.6,0.0,0.0,1500.0,150.0
Fresno,2018-02-13,48.083333333333336,75.0,,,48.0,9.65,17.8,1.5,0.0,12.2,0.0,0.0,1500.0,150.0
Fresno,2018-02-24,45.75,67.0,,,48.0,6.6499999999999995,14.1,-0.8,0.0,16.1,0.0,0.0,1500.0,150.0
Fresno,2018-02-25,41.645833333333336,60.0,,,48.0,7.5,15.2,-0.2,0.0,13.7,0.0,0.0,1500.0,150.0
Fresno,2018-02-26,56.4375,102.0,,,48.0,7.7,14.8,0.6,0.8,13.3,0.0,0.0,1500.0,150.0
Fresno,2018-02-27,25.625,49.0,,,48.0,6.55,9.6,3.5,8.2,9.6,0.0,0.0,1500.0,150.0
Fresno,2018-02-28,52.395833333333336,83.0,,,48.0,8.0,14.4,1.6,0.0,8.7,0.0,0.0,1500.0,150.0
Fresno,2018-03-01,45.78787878787879,59.0,,,33.0,10.3,13.8,6.8,9.8,24.8,0.0,0.0,1500.0,150.0
Fresno,2018-03-02,14.583333333333334,24.0,,,24.0,10.75,12.9,8.6,12.1,25.0,0.0,0.0,1500.0,150.0
Fresno,2018-03-03,12.458333333333334,21.0,,,24.0,9.35,12.1,6.6,1.5,15.9,0.0,0.0,1500.0,150.0
Fresno,2018-03-04,33.208333333333336,55.0,,,24.0,7.2,13.3,1.1,0.9,12.0,0.0,0.0,1500.0,150.0
Fresno,2018-03-05,38.833333333333336,52.0,,,24.0,7.85,15.5,0.2,0.0,10.0,0.0,0.0,1500.0,150.0
Fresno,2018-03-06,49.208333333333336,62.0,,,24.0,10.1,19.8,0.4,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2018-03-07,55.541666666666664,69.0,,,24.0,12.1,19.7,4.5,0.0,10.1,0.0,0.0,1500.0,150.0
Fresno,2018-03-08,43.291666666666664,73.0,,,24.0,13.45,21.5,5.4,0.0,10.7,0.0,0.0,1500.0,150.0
Fresno,2018-03-09,47.583333333333336,64.0,,,24.0,14.65,21.6,7.7,0.0,10.1,0.0,0.0,3321.9019425390184,150.0
Fresno,2018-03-10,39.666666666666664,55.0,,,24.0,15.45,20.0,10.9,0.0,13.0,0.0,0.0,1500.0,150.0
Fresno,2018-03-11,40.75,54.0,,,24.0,14.1,19.1,9.1,2.4,9.2,0.0,0.0,1500.0,150.0
Fresno,2018-03-12,55.208333333333336,72.0,,,24.0,16.5,24.0,9.0,0.0,10.8,0.0,0.0,1500.0,150.0
Fresno,2018-03-13,18.666666666666668,32.0,,,24.0,19.05,24.2,13.9,11.3,19.1,0.0,0.0,1500.0,150.0
Fresno,2018-03-14,10.608695652173912,21.0,,,23.0,13.95,19.0,8.9,8.2,13.0,0.0,0.0,3640.3464884834966,150.0
Fresno,2018-03-15,19.541666666666668,31.0,,,24.0,10.5,15.2,5.8,0.4,14.0,0.0,0.0,1328.4234383906587,150.0
Fresno,2018-03-16,20.958333333333332,31.0,,,24.0,11.45,14.7,8.2,6.9,17.5,0.0,0.0,1500.0,150.0
Fresno,2018-03-17,41.166666666666664,68.0,,,24.0,7.35,12.7,2.0,4.3,9.3,0.0,0.0,1500.0,150.0
Fresno,2018-03-18,34.541666666666664,56.0,,,24.0,8.3,15.0,1.6,0.0,10.9,0.0,0.0,1500.0,150.0
Fresno,2018-03-19,35.666666666666664,54.0,,,24.0,10.7,19.2,2.2,0.0,8.3,0.0,0.0,1500.0,150.0
Fresno,2018-03-20,47.791666666666664,62.0,,,24.0,13.0,19.0,7.0,0.0,9.5,0.0,0.0,1500.0,150.0
Fresno,2018-03-21,44.041666666666664,59.0,,,24.0,14.1,17.3,10.9,27.3,16.6,0.0,0.0,1500.0,150.0
Fresno,2018-03-22,5.708333333333333,13.0,,,24.0,15.9,17.9,13.9,47.4,20.0,0.0,0.0,1500.0,150.0
Fresno,2018-03-23,21.041666666666668,34.0,,,24.0,10.75,15.8,5.7,11.1,19.7,0.0,0.0,1500.0,150.0
Fresno,2018-03-24,26.541666666666668,42.0,,,24.0,10.35,15.6,5.1,0.0,15.6,0.0,0.0,1500.0,150.0
Fresno,2018-03-25,18.875,28.0,,,24.0,10.2,14.9,5.5,0.0,18.7,0.0,0.0,1500.0,150.0
Fresno,2018-03-26,22.083333333333332,37.0,,,24.0,9.3,15.1,3.5,0.0,18.4,0.0,0.0,1500.0,150.0
Fresno,2018-03-27,45.0,63.0,,,24.0,11.9,18.9,4.9,0.0,12.5,0.0,0.0,1500.0,150.0
Fresno,2018-03-28,50.791666666666664,57.0,,,24.0,14.2,22.7,5.7,0.0,10.2,0.0,0.0,1500.0,150.0
Fresno,2018-03-29,58.833333333333336,64.0,,,24.0,16.9,25.1,8.7,0.0,10.8,0.0,0.0,1500.0,150.0
Fresno,2018-03-30,59.333333333333336,69.0,,,24.0,18.4,26.7,10.1,0.0,9.2,0.0,0.0,1500.0,150.0
Fresno,2018-03-31,59.25,68.0,,,24.0,18.05,26.5,9.6,0.0,8.4,0.0,0.0,1500.0,150.0
Fresno,2018-04-01,50.208333333333336,63.0,,,24.0,17.15,25.7,8.6,0.0,9.4,0.0,0.0,1500.0,150.0
Fresno,2018-04-02,29.416666666666668,40.0,,,24.0,18.15,25.2,11.1,0.0,14.8,0.0,0.0,1500.0,150.0
Fresno,2018-04-03,45.375,54.0,,,24.0,17.45,25.0,9.9,0.0,13.6,0.0,0.0,1500.0,150.0
Fresno,2018-04-04,43.291666666666664,55.0,,,24.0,17.85,26.0,9.7,0.0,8.8,0.0,0.0,1500.0,150.0
Fresno,2018-04-05,40.916666666666664,53.0,,,24.0,18.4,25.5,11.3,0.0,16.4,0.0,0.0,1500.0,150.0
Fresno,2018-04-06,28.0,38.0,,,24.0,18.5,23.2,13.8,2.3,20.2,0.0,0.0,1500.0,150.0
Fresno,2018-04-07,31.333333333333332,52.0,,,24.0,18.1,21.4,14.8,23.2,17.7,0.0,0.0,1500.0,150.0
Fresno,2018-04-08,32.0,43.0,,,24.0,15.45,21.3,9.6,0.0,22.7,0.0,0.0,9220.263763309144,150.0
Fresno,2018-04-09,29.375,45.0,,,24.0,16.9,25.7,8.1,0.0,15.4,0.0,0.0,1500.0,150.0
Fresno,2018-04-10,54.333333333333336,64.0,,,24.0,20.4,28.9,11.9,0.0,12.4,0.0,0.0,3831.6206178677985,150.0
Fresno,2018-04-11,23.583333333333332,56.0,,,24.0,18.25,25.4,11.1,0.0,24.8,0.0,0.0,983.72831146336,150.0
Fresno,2018-04-12,17.875,31.0,,,24.0,14.75,22.3,7.2,1.7,28.9,0.0,0.0,1049.1174847519694,150.0
Fresno,2018-04-13,28.041666666666668,44.0,,,24.0,13.2,20.0,6.4,0.0,26.3,0.0,0.0,3553.396040405117,150.0
Fresno,2018-04-14,50.291666666666664,61.0,,,24.0,16.05,25.5,6.6,0.0,10.8,0.0,0.0,1500.0,150.0
Fresno,2018-04-15,55.666666666666664,64.0,,,24.0,19.5,27.6,11.4,0.0,13.7,0.0,0.0,1500.0,150.0
Fresno,2018-04-16,27.458333333333332,52.0,,,24.0,18.45,27.0,9.9,2.8,27.7,0.0,0.0,3838.134279871819,150.0
Fresno,2018-04-17,17.75,36.0,,,24.0,11.1,18.1,4.1,0.6,14.8,0.0,0.0,1332.0419656007823,150.0
Fresno,2018-04-18,38.583333333333336,59.0,,,24.0,12.35,19.8,4.9,0.0,10.6,0.0,0.0,1500.0,150.0
Fresno,2018-04-19,27.791666666666668,40.0,,,24.0,13.85,19.6,8.1,0.5,23.4,1.0,1.0,139.88709344343008,150.0
Fresno,2018-04-20,36.708333333333336,57.0,,,24.0,15.4,23.5,7.3,0.0,20.9,0.0,0.0,1500.0,150.0
Fresno,2018-04-21,51.083333333333336,57.0,,,24.0,18.8,28.8,8.8,0.0,10.4,0.0,0.0,1500.0,150.0
Fresno,2018-04-22,50.166666666666664,66.0,,,24.0,20.85,31.1,10.6,0.0,11.3,0.0,0.0,1160.4217924266811,150.0
Fresno,2018-04-23,52.208333333333336,63.0,,,24.0,22.2,32.5,11.9,0.0,9.0,0.0,0.0,1500.0,150.0
Fresno,2018-04-24,54.708333333333336,64.0,,,24.0,22.85,32.5,13.2,0.0,12.2,0.0,0.0,900.4692315612107,150.0
Fresno,2018-04-25,59.708333333333336,72.0,,,24.0,22.6,32.0,13.2,0.0,12.9,0.0,0.0,1500.0,150.0
Fresno,2018-04-26,54.75,63.0,,,24.0,22.65,30.9,14.4,0.0,15.8,0.0,0.0,1500.0,150.0
Fresno,2018-04-27,48.541666666666664,65.0,,,24.0,20.75,29.4,12.1,0.0,21.7,0.0,0.0,804.9919299901801,150.0
Fresno,2018-04-28,37.166666666666664,46.0,,,24.0,17.45,23.7,11.2,0.0,23.0,0.0,0.0,478.7144985778966,150.0
Fresno,2018-04-29,23.333333333333332,46.0,,,24.0,16.45,22.0,10.9,0.0,23.8,0.0,0.0,2354.5611181759796,150.0
Fresno,2018-04-30,22.958333333333332,39.0,,,24.0,15.8,21.8,9.8,0.0,17.4,0.0,0.0,1582.4272081001843,150.0
Fresno,2018-05-01,12.105263157894736,54.0,,,38.0,15.6,22.2,9.0,0.0,19.5,0.0,0.0,3800.762365955963,150.0
Fresno,2018-05-02,28.106382978723403,59.0,,,47.0,19.45,24.5,14.4,0.0,10.4,1.0,1.0,100.13086913984291,150.0
Fresno,2018-05-03,49.604166666666664,62.0,,,48.0,19.8,28.0,11.6,0.0,12.8,0.0,0.0,3552.3753708202144,150.0
Fresno,2018-05-04,50.479166666666664,66.0,,,48.0,22.45,32.3,12.6,0.0,12.3,0.0,0.0,2330.304654938274,150.0
Fresno,2018-05-05,55.32142857142857,74.0,,,28.0,23.65,32.5,14.8,0.0,11.7,0.0,0.0,1500.0,150.0
Fresno,2018-05-06,41.041666666666664,64.0,,,24.0,23.55,31.2,15.9,0.0,19.7,0.0,0.0,2512.657063170449,150.0
Fresno,2018-05-07,20.625,32.0,,,24.0,23.1,31.6,14.6,0.0,16.0,0.0,0.0,1500.0,150.0
Fresno,2018-05-08,17.0,58.0,,,47.0,24.4,33.5,15.3,0.0,13.7,0.0,0.0,1666.516563629467,150.0
Fresno,2018-05-09,25.020833333333332,51.0,,,48.0,24.3,31.8,16.8,0.0,19.8,0.0,0.0,2305.9264256545266,150.0
Fresno,2018-05-10,31.520833333333332,54.0,,,48.0,22.05,29.5,14.6,0.0,20.6,0.0,0.0,1500.0,150.0
Fresno,2018-05-11,42.3125,55.0,,,48.0,22.1,29.4,14.8,0.0,15.6,0.0,0.0,696.7528285443071,150.0
Fresno,2018-05-12,39.395833333333336,53.0,,,48.0,20.15,28.0,12.3,0.0,21.7,0.0,0.0,1082.19561486845,150.0
Fresno,2018-05-13,38.1875,56.0,,,48.0,20.65,27.9,13.4,0.0,14.5,0.0,0.0,1500.0,150.0
Fresno,2018-05-14,36.895833333333336,56.0,,,48.0,21.55,28.6,14.5,0.0,16.9,0.0,0.0,1500.0,150.0
Fresno,2018-05-15,5.333333333333333,67.0,,,45.0,21.2,28.0,14.4,0.0,18.4,0.0,0.0,612.8652883230825,150.0
Fresno,2018-05-16,23.125,54.0,,,48.0,19.9,26.9,12.9,0.0,24.9,0.0,0.0,1500.0,150.0
Fresno,2018-05-17,20.416666666666668,36.0,,,48.0,19.549999999999997,26.9,12.2,0.0,17.8,0.0,0.0,420.2146922972139,150.0
Fresno,2018-05-18,34.145833333333336,52.0,,,48.0,21.549999999999997,28.9,14.2,0.0,14.9,0.0,0.0,14079.08815614054,150.0
Fresno,2018-05-19,40.354166666666664,57.0,,,48.0,23.1,30.3,15.9,0.0,18.4,0.0,0.0,2300.7559279495795,150.0
Fresno,2018-05-20,39.1875,54.0,,,48.0,21.45,29.3,13.6,0.0,21.5,0.0,0.0,2308.359376981779,150.0
Fresno,2018-05-21,37.229166666666664,47.0,,,48.0,19.8,27.0,12.6,0.0,21.6,0.0,0.0,2303.867490526733,150.0
Fresno,2018-05-22,50.729166666666664,58.0,,,48.0,22.5,29.5,15.5,0.0,11.0,0.0,0.0,1063.579206506143,150.0
Fresno,2018-05-23,39.395833333333336,59.0,,,48.0,22.6,30.1,15.1,0.0,19.1,0.0,0.0,1558.9643874702465,150.0
Fresno,2018-05-24,30.25,52.0,,,48.0,21.7,29.2,14.2,0.0,22.1,0.0,0.0,1500.0,150.0
Fresno,2018-05-25,22.458333333333332,46.0,,,48.0,21.0,27.8,14.2,0.7,26.3,0.0,0.0,1500.0,150.0
Fresno,2018-05-26,24.729166666666668,49.0,,,48.0,18.9,24.6,13.2,0.0,16.8,0.0,0.0,991.014597626206,150.0
Fresno,2018-05-27,34.75,52.0,,,48.0,21.6,29.0,14.2,0.0,17.2,0.0,0.0,1500.0,150.0
Fresno,2018-05-28,45.020833333333336,58.0,,,48.0,25.35,34.5,16.2,0.0,12.2,0.0,0.0,2257.42950631035,150.0
Fresno,2018-05-29,52.8125,66.0,,,48.0,27.799999999999997,37.3,18.3,0.0,14.6,0.0,0.0,1500.0,150.0
Fresno,2018-05-30,47.791666666666664,60.0,,,48.0,28.45,37.0,19.9,0.0,16.5,0.0,0.0,1500.0,150.0
Fresno,2018-05-31,37.583333333333336,56.0,,,48.0,21.9,32.0,11.8,0.0,23.7,0.0,0.0,1301.1154619130482,150.0
Fresno,2018-06-01,32.57575757575758,52.0,,,33.0,20.6,29.2,12.0,0.0,20.2,0.0,0.0,397.5487255398156,150.0
Fresno,2018-06-02,54.541666666666664,64.0,,,24.0,25.75,36.5,15.0,0.0,12.7,0.0,0.0,1500.0,150.0
Fresno,2018-06-03,60.125,74.0,,,24.0,28.65,39.6,17.7,0.0,9.5,0.0,0.0,1500.0,150.0
Fresno,2018-06-04,41.208333333333336,53.0,,,24.0,29.7,38.5,20.9,0.0,16.8,1.0,1.0,125.8355379172298,150.0
Fresno,2018-06-05,33.208333333333336,48.0,,,24.0,27.049999999999997,36.3,17.8,0.0,21.7,0.0,0.0,1584.1247038556132,150.0
Fresno,2018-06-06,44.083333333333336,55.0,,,24.0,24.15,32.6,15.7,0.0,17.3,0.0,0.0,792.8519632802653,150.0
Fresno,2018-06-07,-8.08695652173913,55.0,,,23.0,22.700000000000003,31.1,14.3,0.0,21.7,0.0,0.0,1069.4593592366905,150.0
Fresno,2018-06-08,-0.1904761904761904,56.0,,,21.0,24.75,33.6,15.9,0.0,18.0,0.0,0.0,1025.963677943833,150.0
Fresno,2018-06-09,-18.26086956521739,49.0,,,23.0,24.9,31.8,18.0,0.0,24.8,0.0,0.0,410.85435857474977,150.0
Fresno,2018-06-10,24.791666666666668,41.0,,,24.0,21.549999999999997,29.4,13.7,0.0,27.1,0.0,0.0,1254.394276039768,150.0
Fresno,2018-06-11,-68.28571428571429,42.0,,,21.0,23.75,32.5,15.0,0.0,18.0,1.0,1.0,102.03900040308606,150.0
Fresno,2018-06-12,48.583333333333336,64.0,,,24.0,26.85,37.2,16.5,0.0,13.3,0.0,0.0,2801.708803763359,150.0
Fresno,2018-06-13,51.75,66.0,,,24.0,29.0,39.0,19.0,0.0,9.4,0.0,0.0,8201.805097175862,150.0
Fresno,2018-06-14,46.625,54.0,,,24.0,29.15,38.2,20.1,0.0,16.9,0.0,0.0,1500.0,150.0
Fresno,2018-06-15,35.541666666666664,56.0,,,24.0,27.15,36.8,17.5,0.0,22.1,1.0,1.0,93.35732207938086,150.0
Fresno,2018-06-16,45.791666666666664,61.0,,,24.0,25.200000000000003,35.2,15.2,0.0,15.8,0.0,0.0,1500.0,150.0
Fresno,2018-06-17,37.791666666666664,57.0,,,24.0,22.9,31.4,14.4,0.0,17.9,0.0,0.0,229.94361274949063,150.0
Fresno,2018-06-18,46.833333333333336,57.0,,,24.0,23.55,31.2,15.9,0.0,14.0,0.0,0.0,1500.0,150.0
Fresno,2018-06-19,45.5,54.0,,,24.0,26.65,35.2,18.1,0.0,14.8,0.0,0.0,1500.0,150.0
Fresno,2018-06-20,45.375,53.0,,,24.0,28.1,37.2,19.0,0.0,15.5,0.0,0.0,150.65031254089132,150.0
Fresno,2018-06-21,34.333333333333336,60.0,,,24.0,27.5,37.0,18.0,0.0,18.7,0.0,0.0,877.9126307995136,150.0
Fresno,2018-06-22,48.375,66.0,,,24.0,28.7,38.9,18.5,0.0,16.3,0.0,0.0,1500.0,150.0
Fresno,2018-06-23,54.75,69.0,,,24.0,29.8,39.7,19.9,0.0,15.5,0.0,0.0,364.185768152803,150.0
Fresno,2018-06-24,44.083333333333336,56.0,,,24.0,30.05,38.5,21.6,0.0,14.6,0.0,0.0,365.0894232038036,150.0
Fresno,2018-06-25,48.791666666666664,57.0,,,24.0,29.2,38.3,20.1,0.0,19.1,0.0,0.0,2741.423936101155,150.0
Fresno,2018-06-26,50.375,56.0,,,24.0,29.15,38.2,20.1,0.0,15.5,0.0,0.0,1500.0,150.0
Fresno,2018-06-27,-2.5652173913043477,55.0,,,23.0,28.5,37.6,19.4,0.0,15.6,0.0,0.0,533.383359189778,150.0
Fresno,2018-06-28,49.208333333333336,55.0,,,24.0,27.15,36.5,17.8,0.0,19.9,0.0,0.0,1217.6092331140703,150.0
Fresno,2018-06-29,50.333333333333336,67.0,,,24.0,26.450000000000003,34.7,18.2,0.0,19.3,0.0,0.0,714.8115015820908,150.0
Fresno,2018-06-30,51.25,57.0,,,24.0,29.35,38.4,20.3,0.0,13.8,0.0,0.0,318.0882981375428,150.0
Fresno,2018-07-01,29.125,68.0,,,40.0,30.35,39.0,21.7,0.0,14.4,0.0,0.0,622.7244840919883,150.0
Fresno,2018-07-02,56.354166666666664,64.0,,,48.0,30.1,38.7,21.5,0.0,17.8,0.0,0.0,1991.3319757585296,150.0
Fresno,2018-07-03,76.33333333333333,157.0,,,48.0,29.049999999999997,37.8,20.3,0.0,14.8,0.0,0.0,1140.4761561856135,150.0
Fresno,2018-07-04,49.270833333333336,68.0,,,48.0,27.3,35.6,19.0,0.0,16.4,0.0,0.0,590.740233035442,150.0
Fresno,2018-07-05,65.47916666666667,149.0,,,48.0,27.15,35.7,18.6,0.0,15.6,0.0,0.0,564.4254627707622,150.0
Fresno,2018-07-06,51.166666666666664,66.0,,,48.0,30.4,39.1,21.7,0.0,20.6,0.0,0.0,383.7540953539662,150.0
Fresno,2018-07-07,49.1875,71.0,,,48.0,30.95,39.8,22.1,0.0,20.2,0.0,0.0,1035.9104185048782,150.0
Fresno,2018-07-08,31.416666666666668,57.0,,,48.0,31.450000000000003,39.7,23.2,0.0,20.2,1.0,1.0,128.22071268664317,150.0
Fresno,2018-07-09,38.791666666666664,67.0,,,48.0,30.45,38.5,22.4,0.0,19.2,0.0,0.0,642.2332593393934,150.0
Fresno,2018-07-10,38.583333333333336,62.0,,,48.0,30.9,38.8,23.0,0.0,18.8,0.0,0.0,2666.98826170339,150.0
Fresno,2018-07-11,40.916666666666664,63.0,,,48.0,30.6,39.3,21.9,0.0,18.7,0.0,0.0,2720.51248933463,150.0
Fresno,2018-07-12,50.25,64.0,,,48.0,30.85,38.7,23.0,0.0,11.6,0.0,0.0,1550.1812987968651,150.0
Fresno,2018-07-13,48.5,61.0,,,48.0,32.45,39.3,25.6,0.0,12.8,1.0,1.0,101.37081225115423,150.0
Fresno,2018-07-14,44.5,60.0,,,48.0,32.45,39.5,25.4,0.0,17.6,0.0,0.0,576.5050633915018,150.0
Fresno,2018-07-15,45.083333333333336,61.0,,,48.0,32.65,39.8,25.5,0.0,19.1,0.0,0.0,654.2386817564092,150.0
Fresno,2018-07-16,49.875,99.0,,,48.0,31.85,39.8,23.9,0.0,16.3,0.0,0.0,525.3877045251677,150.0
Fresno,2018-07-17,27.456521739130434,128.0,,,46.0,32.4,40.9,23.9,0.0,15.3,0.0,0.0,658.9038014135025,150.0
Fresno,2018-07-18,56.666666666666664,85.0,,,48.0,32.55,41.1,24.0,0.0,14.5,0.0,0.0,968.7874088953064,150.0
Fresno,2018-07-19,58.020833333333336,80.0,,,48.0,32.1,41.0,23.2,0.0,10.6,0.0,0.0,1193.7175189586574,150.0
Fresno,2018-07-20,57.6875,67.0,,,48.0,31.8,40.2,23.4,0.0,14.3,0.0,0.0,1066.5166081804075,150.0
Fresno,2018-07-21,51.583333333333336,68.0,,,48.0,31.6,38.8,24.4,0.0,16.4,0.0,0.0,482.5920923638041,150.0
Fresno,2018-07-22,37.854166666666664,61.0,,,48.0,31.65,38.2,25.1,0.0,16.1,0.0,0.0,980.4937484937772,150.0
Fresno,2018-07-23,42.520833333333336,70.0,,,48.0,31.65,38.8,24.5,0.0,16.8,0.0,0.0,503.8569189684331,150.0
Fresno,2018-07-24,52.604166666666664,106.0,,,48.0,32.3,39.8,24.8,0.0,18.5,0.0,0.0,538.988711015023,150.0
Fresno,2018-07-25,45.791666666666664,76.0,,,48.0,31.75,39.8,23.7,0.0,17.4,0.0,0.0,432.7088990486407,150.0
Fresno,2018-07-26,54.166666666666664,73.0,,,48.0,31.95,39.8,24.1,0.0,13.9,0.0,0.0,654.2409221232765,150.0
Fresno,2018-07-27,68.33333333333333,110.0,,,48.0,31.35,39.5,23.2,0.0,16.1,0.0,0.0,342.418721219395,150.0
Fresno,2018-07-28,77.875,125.0,,,48.0,30.4,39.2,21.6,0.0,14.8,0.0,0.0,715.9062879246945,150.0
Fresno,2018-07-29,113.60416666666669,135.0,,,48.0,31.15,39.2,23.1,0.0,13.2,0.0,0.0,729.7266034649413,150.0
Fresno,2018-07-30,91.5,141.0,,,48.0,29.8,38.7,20.9,0.0,14.3,0.0,0.0,1104.378761359218,150.0
Fresno,2018-07-31,102.88372093023256,168.0,,,43.0,31.4,39.3,23.5,0.0,12.1,0.0,0.0,328.66318951883034,150.0
Fresno,2018-08-01,125.04166666666669,157.0,,,48.0,30.7,39.0,22.4,0.0,14.1,0.0,0.0,178.5101849251874,150.0
Fresno,2018-08-02,53.3125,76.0,,,48.0,30.65,39.0,22.3,0.0,15.3,0.0,0.0,1006.0003328091008,150.0
Fresno,2018-08-03,70.72916666666667,115.0,,,48.0,28.55,38.1,19.0,0.0,15.1,0.0,0.0,170.55834577624,150.0
Fresno,2018-08-04,137.58333333333334,178.0,,,48.0,29.1,37.5,20.7,0.0,20.6,0.0,0.0,801.7709413679654,150.0
