county,date,aqi_mean,aqi_max,pm25_mean,pm25_max,observation_count,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,fire_event_count_radius,smoke_present,min_fire_distance_km,fire_radius_km
Fresno,2023-07-18,52.104166666666664,63.0,,,96.0,34.35,41.9,26.8,0.0,13.5,0.0,0.0,877.0676880823275,150.0
Fresno,2023-07-19,67.20833333333333,106.0,,,96.0,33.05,41.2,24.9,0.0,15.9,0.0,0.0,1029.3089365480855,150.0
Fresno,2023-07-20,62.65625,80.0,,,96.0,31.9,41.4,22.4,0.0,13.5,0.0,0.0,1500.0,150.0
Fresno,2023-07-21,64.3125,79.0,,,96.0,31.8,42.2,21.4,0.0,13.6,0.0,0.0,717.5397539937879,150.0
Fresno,2023-07-22,69.23958333333333,94.0,,,96.0,33.900000000000006,43.7,24.1,0.0,11.5,0.0,0.0,1500.0,150.0
Fresno,2023-07-23,62.239583333333336,75.0,,,96.0,34.75,44.5,25.0,0.0,10.9,0.0,0.0,1064.95853119117,150.0
Fresno,2023-07-24,46.25,66.0,,,96.0,33.4,42.5,24.3,0.0,18.0,0.0,0.0,923.7718857014064,150.0
Fresno,2023-07-25,34.822916666666664,56.0,,,96.0,31.55,41.0,22.1,0.0,17.1,0.0,0.0,1500.0,150.0
Fresno,2023-07-26,45.583333333333336,71.0,,,96.0,32.05,41.7,22.4,0.0,12.0,0.0,0.0,1126.3297013289216,150.0
Fresno,2023-07-27,39.041666666666664,54.0,,,96.0,31.6,40.8,22.4,0.0,18.1,0.0,0.0,451.8915526822352,150.0
Fresno,2023-07-28,44.010416666666664,59.0,,,96.0,30.75,40.0,21.5,0.0,18.6,0.0,0.0,1500.0,150.0
Fresno,2023-07-29,39.427083333333336,63.0,,,96.0,31.049999999999997,40.3,21.8,0.0,15.6,0.0,0.0,1500.0,150.0
Fresno,2023-07-30,38.25,59.0,,,96.0,31.6,40.8,22.4,0.0,16.9,0.0,0.0,1097.5009244671471,150.0
Fresno,2023-07-31,35.28125,57.0,,,96.0,31.8,40.7,22.9,0.0,14.6,0.0,0.0,1500.0,150.0
Fresno,2023-08-01,48.854166666666664,70.0,,,96.0,30.5,38.8,22.2,0.0,16.3,0.0,0.0,1287.348619318217,150.0
Fresno,2023-08-02,45.125,58.0,,,96.0,28.4,37.8,19.0,0.0,21.1,0.0,0.0,1500.0,150.0
Fresno,2023-08-03,37.875,61.0,,,96.0,26.1,33.8,18.4,0.0,18.1,0.0,0.0,2289.560156585533,150.0
Fresno,2023-08-04,50.614583333333336,61.0,,,96.0,26.75,35.5,18.0,0.0,17.1,0.0,0.0,1500.0,150.0
Fresno,2023-08-05,57.40625,69.0,,,96.0,28.65,37.8,19.5,0.0,15.2,0.0,0.0,1150.6435973404966,150.0
Fresno,2023-08-06,60.458333333333336,84.0,,,96.0,30.15,39.8,20.5,0.0,14.6,0.0,0.0,1272.391814543308,150.0
Fresno,2023-08-07,58.78125,72.0,,,96.0,30.9,40.9,20.9,0.0,13.6,0.0,0.0,944.3689529253202,150.0
Fresno,2023-08-08,38.6,90.0,,,95.0,30.35,39.2,21.5,0.0,21.3,0.0,0.0,1500.0,150.0
Fresno,2023-08-09,41.635416666666664,80.0,,,96.0,28.1,37.1,19.1,0.0,13.6,0.0,0.0,394.1312800455872,150.0
Fresno,2023-08-10,40.59375,56.0,,,96.0,28.0,36.2,19.8,0.0,12.1,0.0,0.0,2335.280128925933,150.0
Fresno,2023-08-11,49.333333333333336,61.0,,,96.0,28.95,35.5,22.4,0.3,12.3,0.0,0.0,1887.4682838103256,150.0
Fresno,2023-08-12,34.03125,54.0,,,96.0,30.299999999999997,37.9,22.7,0.0,11.3,0.0,0.0,1500.0,150.0
Fresno,2023-08-13,36.15625,56.0,,,96.0,31.5,39.5,23.5,0.0,10.6,0.0,0.0,1500.0,150.0
Fresno,2023-08-14,48.010416666666664,65.0,,,96.0,32.7,42.0,23.4,0.0,12.4,0.0,0.0,1500.0,150.0
Fresno,2023-08-15,53.6875,72.0,,,96.0,32.900000000000006,42.7,23.1,0.0,10.1,2.0,1.0,94.47328270394364,150.0
Fresno,2023-08-16,55.6875,69.0,,,96.0,33.1,42.1,24.1,0.0,9.3,0.0,0.0,549.956974215518,150.0
Fresno,2023-08-17,57.65625,77.0,,,96.0,33.5,42.0,25.0,0.0,9.4,0.0,0.0,616.9644129370218,150.0
Fresno,2023-08-18,45.0,59.0,,,96.0,32.15,40.8,23.5,0.0,23.0,0.0,0.0,662.7390194798139,150.0
Fresno,2023-08-19,48.0625,64.0,,,96.0,29.85,38.1,21.6,0.0,15.8,0.0,0.0,1500.0,150.0
Fresno,2023-08-20,49.5,83.0,,,96.0,30.15,36.7,23.6,1.6,20.2,0.0,0.0,1500.0,150.0
Fresno,2023-08-21,39.71875,72.0,,,96.0,25.7,31.5,19.9,17.9,14.5,0.0,0.0,1964.865678534228,150.0
Fresno,2023-08-22,44.71875,62.0,,,96.0,25.05,31.5,18.6,0.5,12.2,0.0,0.0,2508.3913295019124,150.0
Fresno,2023-08-23,51.166666666666664,68.0,,,96.0,27.049999999999997,35.3,18.8,0.0,8.6,0.0,0.0,609.2666487360839,150.0
Fresno,2023-08-24,51.5,86.0,,,96.0,27.85,36.5,19.2,0.0,8.4,0.0,0.0,2550.8315664486786,150.0
Fresno,2023-08-25,52.604166666666664,66.0,,,96.0,28.15,35.7,20.6,0.0,22.2,0.0,0.0,776.8599530472056,150.0
Fresno,2023-08-26,54.645833333333336,63.0,,,96.0,27.45,36.5,18.4,0.0,10.9,0.0,0.0,824.9947253176666,150.0
Fresno,2023-08-27,50.447916666666664,62.0,,,96.0,27.45,37.0,17.9,0.0,12.8,0.0,0.0,1500.0,150.0
Fresno,2023-08-28,46.3125,61.0,,,96.0,27.5,37.8,17.2,0.0,12.6,0.0,0.0,1261.268408137669,150.0
Fresno,2023-08-29,47.03125,57.0,,,96.0,27.9,37.3,18.5,0.0,15.2,0.0,0.0,1500.0,150.0
Fresno,2023-08-30,57.416666666666664,83.0,,,96.0,26.5,36.7,16.3,0.0,14.2,0.0,0.0,1500.0,150.0
Fresno,2023-08-31,74.58333333333333,99.0,,,96.0,28.8,38.5,19.1,0.0,14.0,0.0,0.0,1740.3639558592904,150.0
Fresno,2023-09-01,77.53125,128.0,,,96.0,27.0,36.8,17.2,0.0,17.3,0.0,0.0,1259.0666714519327,150.0
Fresno,2023-09-02,31.125,63.0,,,96.0,26.1,33.3,18.9,0.2,20.1,0.0,0.0,1500.0,150.0
Fresno,2023-09-03,37.114583333333336,53.0,,,96.0,23.4,26.8,20.0,0.0,15.4,0.0,0.0,1500.0,150.0
Fresno,2023-09-04,32.625,52.0,,,96.0,22.8,30.0,15.6,0.1,15.0,0.0,0.0,1795.0032727993982,150.0
Fresno,2023-09-05,45.041666666666664,66.0,,,96.0,25.299999999999997,33.8,16.8,0.0,9.0,0.0,0.0,1500.0,150.0
Fresno,2023-09-06,48.020833333333336,63.0,,,96.0,26.15,34.3,18.0,0.0,10.7,0.0,0.0,1500.0,150.0
Fresno,2023-09-07,47.03125,66.0,,,96.0,26.35,34.8,17.9,0.0,15.9,0.0,0.0,1500.0,150.0
Fresno,2023-09-08,55.4375,69.0,,,96.0,27.1,37.3,16.9,0.0,8.6,0.0,0.0,1899.1165625812048,150.0
Fresno,2023-09-09,47.864583333333336,62.0,,,96.0,29.2,37.0,21.4,0.2,16.8,0.0,0.0,1500.0,150.0
Fresno,2023-09-10,36.34375,58.0,,,96.0,28.45,35.8,21.1,0.4,18.2,0.0,0.0,1500.0,150.0
Fresno,2023-09-11,37.239583333333336,58.0,,,96.0,28.0,35.1,20.9,0.0,13.0,1.0,1.0,147.83904377864172,150.0
Fresno,2023-09-12,44.0,60.0,,,96.0,26.55,35.1,18.0,0.0,10.5,0.0,0.0,1500.0,150.0
Fresno,2023-09-13,44.40625,59.0,,,96.0,25.55,34.5,16.6,0.0,10.9,0.0,0.0,1500.0,150.0
Fresno,2023-09-14,51.114583333333336,75.0,,,96.0,26.9,35.2,18.6,0.0,10.9,0.0,0.0,1500.0,150.0
Fresno,2023-09-15,57.072916666666664,67.0,,,96.0,27.8,36.2,19.4,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-09-16,55.354166666666664,61.0,,,96.0,27.4,34.8,20.0,0.0,14.6,0.0,0.0,1500.0,150.0
Fresno,2023-09-17,52.135416666666664,90.0,,,96.0,25.55,33.0,18.1,0.0,16.5,0.0,0.0,1500.0,150.0
Fresno,2023-09-18,40.90625,66.0,,,96.0,23.85,29.9,17.8,0.0,15.3,0.0,0.0,1500.0,150.0
Fresno,2023-09-19,40.489583333333336,58.0,,,96.0,24.200000000000003,30.6,17.8,0.0,11.4,0.0,0.0,1500.0,150.0
Fresno,2023-09-20,60.59375,118.0,,,96.0,24.450000000000003,31.1,17.8,0.0,9.5,0.0,0.0,1500.0,150.0
Fresno,2023-09-21,88.98958333333333,123.0,,,96.0,23.0,30.0,16.0,0.0,15.6,0.0,0.0,982.8646353480844,150.0
Fresno,2023-09-22,89.33333333333333,108.0,,,96.0,21.45,29.2,13.7,0.0,8.3,0.0,0.0,1500.0,150.0
Fresno,2023-09-23,80.47916666666667,96.0,,,96.0,23.15,30.5,15.8,0.0,9.4,0.0,0.0,1500.0,150.0
Fresno,2023-09-24,77.53125,88.0,,,96.0,22.5,31.5,13.5,0.0,8.9,0.0,0.0,1500.0,150.0
Fresno,2023-09-25,56.84375,80.0,,,96.0,21.95,30.5,13.4,0.0,11.8,0.0,0.0,1500.0,150.0
Fresno,2023-09-26,33.625,63.0,,,96.0,22.35,29.8,14.9,0.0,16.4,0.0,0.0,1500.0,150.0
Fresno,2023-09-27,30.302083333333332,55.0,,,96.0,22.45,29.5,15.4,0.0,15.9,0.0,0.0,1500.0,150.0
Fresno,2023-09-28,39.208333333333336,58.0,,,96.0,22.35,29.5,15.2,0.0,13.2,0.0,0.0,1500.0,150.0
Fresno,2023-09-29,50.104166666666664,70.0,,,96.0,21.8,30.2,13.4,0.0,11.0,0.0,0.0,1500.0,150.0
Fresno,2023-09-30,21.447916666666668,54.0,,,96.0,22.0,28.8,15.2,0.3,21.6,0.0,0.0,1500.0,150.0
Fresno,2023-10-01,36.854166666666664,59.0,,,96.0,17.35,23.5,11.2,0.2,14.6,0.0,0.0,1500.0,150.0
Fresno,2023-10-02,44.5,59.0,,,96.0,19.85,26.1,13.6,0.0,15.2,0.0,0.0,1500.0,150.0
Fresno,2023-10-03,48.6875,70.0,,,96.0,20.0,27.8,12.2,0.0,11.9,0.0,0.0,1500.0,150.0
Fresno,2023-10-04,52.947916666666664,67.0,,,96.0,22.3,32.0,12.6,0.0,8.4,0.0,0.0,1500.0,150.0
Fresno,2023-10-05,55.84375,72.0,,,96.0,23.9,34.0,13.8,0.0,9.4,0.0,0.0,1500.0,150.0
Fresno,2023-10-06,62.239583333333336,79.0,,,96.0,24.6,34.5,14.7,0.0,8.8,0.0,0.0,1500.0,150.0
Fresno,2023-10-07,68.9375,118.0,,,96.0,25.7,35.3,16.1,0.0,10.1,0.0,0.0,1500.0,150.0
Fresno,2023-10-08,66.17708333333333,92.0,,,96.0,25.85,35.1,16.6,0.0,10.8,0.0,0.0,1500.0,150.0
Fresno,2023-10-09,56.947916666666664,78.0,,,96.0,24.65,34.2,15.1,0.0,20.5,0.0,0.0,1500.0,150.0
Fresno,2023-10-10,37.552083333333336,64.0,,,96.0,19.8,26.0,13.6,0.0,16.4,0.0,0.0,1500.0,150.0
Fresno,2023-10-11,32.354166666666664,52.0,,,96.0,19.15,24.5,13.8,0.0,23.3,0.0,0.0,1500.0,150.0
Fresno,2023-10-12,36.65625,59.0,,,96.0,17.7,24.8,10.6,0.0,20.1,0.0,0.0,1500.0,150.0
Fresno,2023-10-13,53.885416666666664,88.0,,,96.0,19.55,29.2,9.9,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-10-14,55.125,83.0,,,96.0,20.75,28.5,13.0,0.0,10.6,0.0,0.0,1500.0,150.0
Fresno,2023-10-15,57.791666666666664,76.0,,,96.0,20.25,29.4,11.1,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-10-16,58.302083333333336,72.0,,,96.0,21.0,29.2,12.8,0.0,12.0,0.0,0.0,1500.0,150.0
Fresno,2023-10-17,39.291666666666664,64.0,,,96.0,20.1,27.6,12.6,0.0,14.5,0.0,0.0,1500.0,150.0
Fresno,2023-10-18,66.35416666666667,96.0,,,96.0,21.05,30.6,11.5,0.0,8.8,0.0,0.0,1500.0,150.0
Fresno,2023-10-19,77.22916666666667,115.0,,,96.0,22.6,32.1,13.1,0.0,10.0,0.0,0.0,1102.1662570678125,150.0
Fresno,2023-10-20,81.3125,96.0,,,96.0,23.35,32.9,13.8,0.0,10.8,0.0,0.0,1500.0,150.0
Fresno,2023-10-21,63.21875,87.0,,,96.0,23.0,31.4,14.6,0.0,10.3,0.0,0.0,1500.0,150.0
Fresno,2023-10-22,37.0625,66.0,,,96.0,19.2,26.0,12.4,0.0,14.2,0.0,0.0,1500.0,150.0
Fresno,2023-10-23,19.697916666666668,41.0,,,96.0,19.0,23.0,15.0,2.1,19.9,0.0,0.0,3213.2831317535465,150.0
Fresno,2023-10-24,47.71875,58.0,,,96.0,17.9,24.1,11.7,0.0,10.0,0.0,0.0,1500.0,150.0
Fresno,2023-10-25,62.041666666666664,81.0,,,72.0,18.65,25.5,11.8,0.0,14.4,0.0,0.0,1500.0,150.0
Fresno,2023-10-26,25.180555555555557,56.0,,,72.0,17.65,23.4,11.9,0.0,21.7,0.0,0.0,985.0110887590006,150.0
Fresno,2023-10-27,30.77922077922078,83.0,,,77.0,13.8,20.5,7.1,0.0,9.8,0.0,0.0,1500.0,150.0
Fresno,2023-10-28,47.260416666666664,108.0,,,96.0,13.05,19.9,6.2,0.0,11.6,0.0,0.0,1500.0,150.0
Fresno,2023-10-29,75.3125,129.0,,,96.0,13.05,21.1,5.0,0.0,11.2,0.0,0.0,1500.0,150.0
Fresno,2023-10-30,62.541666666666664,118.0,,,96.0,13.95,22.6,5.3,0.0,8.2,0.0,0.0,1500.0,150.0
Fresno,2023-10-31,57.395833333333336,85.0,,,96.0,14.0,23.7,4.3,0.0,9.3,0.0,0.0,1500.0,150.0
Fresno,2023-11-01,65.03125,86.0,,,96.0,13.8,24.3,3.3,0.0,10.9,0.0,0.0,1500.0,150.0
Fresno,2023-11-02,70.3125,120.0,,,96.0,15.45,25.4,5.5,0.0,10.0,0.0,0.0,1500.0,150.0
Fresno,2023-11-03,79.30208333333333,100.0,,,96.0,15.95,24.5,7.4,0.0,9.7,0.0,0.0,2870.4607776250837,150.0
Fresno,2023-11-04,82.36458333333333,119.0,,,96.0,17.15,25.9,8.4,0.0,10.1,0.0,0.0,767.4967844126181,150.0
Fresno,2023-11-05,89.80208333333333,124.0,,,96.0,16.55,25.2,7.9,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-11-06,71.98958333333333,97.0,,,96.0,17.35,23.8,10.9,0.0,11.1,0.0,0.0,3413.2766037498513,150.0
Fresno,2023-11-07,29.15625,53.0,,,96.0,17.05,22.5,11.6,1.7,20.8,0.0,0.0,1500.0,150.0
Fresno,2023-11-08,38.28125,60.0,,,96.0,12.95,19.2,6.7,0.0,17.4,0.0,0.0,3262.4707736271253,150.0
Fresno,2023-11-09,60.927083333333336,83.0,,,96.0,12.05,20.0,4.1,0.0,8.8,0.0,0.0,1500.0,150.0
Fresno,2023-11-10,70.9375,96.0,,,96.0,11.9,19.4,4.4,0.0,8.8,0.0,0.0,1500.0,150.0
Fresno,2023-11-11,78.83333333333333,136.0,,,96.0,12.3,20.4,4.2,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-11-12,79.29166666666667,123.0,,,96.0,14.2,23.9,4.5,0.0,10.6,0.0,0.0,1500.0,150.0
Fresno,2023-11-13,60.8125,113.0,,,96.0,15.8,23.6,8.0,0.0,11.6,0.0,0.0,1500.0,150.0
Fresno,2023-11-14,51.322916666666664,72.0,,,96.0,15.0,23.4,6.6,0.0,11.9,0.0,0.0,1500.0,150.0
Fresno,2023-11-15,58.375,92.0,,,96.0,14.2,21.5,6.9,2.5,21.3,0.0,0.0,1500.0,150.0
Fresno,2023-11-16,47.15625,74.0,,,96.0,16.65,22.3,11.0,3.9,15.4,0.0,0.0,3263.3660060201382,150.0
Fresno,2023-11-17,52.010416666666664,83.0,,,96.0,15.75,22.1,9.4,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-11-18,26.78125,56.0,,,96.0,16.0,19.8,12.2,14.8,16.9,0.0,0.0,1500.0,150.0
Fresno,2023-11-19,28.822916666666668,55.0,,,96.0,12.05,15.8,8.3,4.6,23.2,0.0,0.0,1500.0,150.0
Fresno,2023-11-20,31.822916666666668,55.0,,,96.0,10.35,16.1,4.6,0.0,20.7,0.0,0.0,1500.0,150.0
Fresno,2023-11-21,55.770833333333336,86.0,,,96.0,11.5,19.5,3.5,0.0,8.7,0.0,0.0,1500.0,150.0
Fresno,2023-11-22,69.44444444444444,102.0,,,90.0,10.65,18.0,3.3,0.0,9.2,0.0,0.0,1500.0,150.0
Fresno,2023-11-23,68.15492957746478,114.0,,,71.0,12.05,17.9,6.2,0.0,9.2,0.0,0.0,1500.0,150.0
Fresno,2023-11-24,53.6031746031746,144.0,,,63.0,10.25,16.1,4.4,0.0,9.3,0.0,0.0,1500.0,150.0
Fresno,2023-11-25,74.95833333333333,117.0,,,48.0,9.05,15.9,2.2,0.0,8.0,0.0,0.0,1500.0,150.0
Fresno,2023-11-26,85.20833333333333,140.0,,,48.0,8.25,15.6,0.9,0.0,8.7,0.0,0.0,1500.0,150.0
Fresno,2023-11-27,27.016129032258064,122.0,,,62.0,7.85,16.3,-0.6,0.0,7.8,0.0,0.0,1500.0,150.0
Fresno,2023-11-28,48.4875,117.0,,,80.0,9.45,18.5,0.4,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-11-29,44.421052631578945,98.0,,,95.0,10.4,17.6,3.2,0.0,10.1,0.0,0.0,1500.0,150.0
Fresno,2023-11-30,64.77083333333333,131.0,,,96.0,9.9,16.8,3.0,0.0,11.2,0.0,0.0,1500.0,150.0
Fresno,2023-12-01,42.28125,68.0,,,96.0,10.5,15.4,5.6,0.1,14.7,0.0,0.0,1500.0,150.0
Fresno,2023-12-02,69.03125,107.0,,,96.0,9.2,15.4,3.0,0.0,9.8,0.0,0.0,1500.0,150.0
Fresno,2023-12-03,73.97916666666667,121.0,,,96.0,9.35,14.9,3.8,0.0,8.4,0.0,0.0,1500.0,150.0
Fresno,2023-12-04,77.8125,142.0,,,96.0,11.2,17.2,5.2,0.0,7.9,0.0,0.0,1500.0,150.0
Fresno,2023-12-05,63.822916666666664,90.0,,,96.0,11.1,18.9,3.3,0.0,8.9,0.0,0.0,1500.0,150.0
Fresno,2023-12-06,70.25,99.0,,,96.0,14.4,23.4,5.4,0.0,11.2,0.0,0.0,1500.0,150.0
Fresno,2023-12-07,29.1875,65.0,,,96.0,14.0,19.1,8.9,0.0,22.3,0.0,0.0,1500.0,150.0
Fresno,2023-12-08,27.239583333333332,54.0,,,96.0,10.0,14.9,5.1,0.0,16.9,0.0,0.0,1500.0,150.0
Fresno,2023-12-09,73.29166666666667,125.0,,,96.0,7.8,14.2,1.4,0.0,6.6,0.0,0.0,2203.789379368852,150.0
Fresno,2023-12-10,91.91666666666669,159.0,,,96.0,8.5,15.6,1.4,0.0,9.6,0.0,0.0,2460.509720643404,150.0
Fresno,2023-12-11,88.72916666666667,133.0,,,96.0,7.65,14.4,0.9,0.0,9.2,0.0,0.0,1500.0,150.0
Fresno,2023-12-12,83.26041666666667,116.0,,,96.0,7.7,15.1,0.3,0.0,9.3,0.0,0.0,1147.6572532394537,150.0
Fresno,2023-12-13,99.38541666666669,131.0,,,96.0,8.9,17.0,0.8,0.0,9.0,0.0,0.0,2352.2182137584823,150.0
Fresno,2023-12-14,106.72916666666669,152.0,,,96.0,10.15,18.6,1.7,0.0,8.8,0.0,0.0,1500.0,150.0
Fresno,2023-12-15,114.5625,159.0,,,96.0,10.05,19.0,1.1,0.0,10.1,0.0,0.0,1500.0,150.0
Fresno,2023-12-16,102.80208333333331,155.0,,,96.0,10.95,20.4,1.5,0.0,9.3,0.0,0.0,1500.0,150.0
Fresno,2023-12-17,104.58333333333331,161.0,,,96.0,12.5,20.3,4.7,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-12-18,129.40625,161.0,,,96.0,13.15,18.0,8.3,4.4,11.9,0.0,0.0,1500.0,150.0
Fresno,2023-12-19,44.0,83.0,,,96.0,14.2,16.2,12.2,77.0,16.7,0.0,0.0,1500.0,150.0
Fresno,2023-12-20,19.739583333333332,57.0,,,96.0,14.2,17.5,10.9,1.8,13.2,0.0,0.0,1500.0,150.0
Fresno,2023-12-21,25.052083333333332,54.0,,,96.0,12.6,15.4,9.8,10.0,11.8,0.0,0.0,1500.0,150.0
Fresno,2023-12-22,46.27368421052632,77.0,,,95.0,11.95,14.6,9.3,0.0,9.7,0.0,0.0,1500.0,150.0
Fresno,2023-12-23,78.29166666666667,110.0,,,96.0,11.05,15.5,6.6,0.0,9.0,0.0,0.0,1500.0,150.0
Fresno,2023-12-24,94.19791666666669,151.0,,,96.0,9.3,14.1,4.5,0.0,9.0,0.0,0.0,1500.0,150.0
Fresno,2023-12-25,85.43157894736842,168.0,,,95.0,8.8,13.1,4.5,0.0,7.4,0.0,0.0,1500.0,150.0
Fresno,2023-12-26,98.65625,139.0,,,96.0,10.1,15.4,4.8,0.0,7.7,0.0,0.0,1500.0,150.0
Fresno,2023-12-27,105.67708333333331,148.0,,,96.0,11.55,16.7,6.4,0.0,9.0,0.0,0.0,1500.0,150.0
Fresno,2023-12-28,64.26041666666667,90.0,,,96.0,12.55,18.5,6.6,0.0,10.2,0.0,0.0,1500.0,150.0
Fresno,2023-12-29,51.21875,98.0,,,96.0,12.65,19.0,6.3,0.0,10.2,0.0,0.0,1500.0,150.0
Fresno,2023-12-30,34.1875,78.0,,,96.0,13.15,16.9,9.4,21.5,10.3,0.0,0.0,1500.0,150.0
Fresno,2023-12-31,42.270833333333336,88.0,,,96.0,9.85,14.4,5.3,0.0,8.7,0.0,0.0,1500.0,150.0
Fresno,2024-01-01,68.90625,152.0,,,96.0,9.25,13.2,5.3,0.0,12.7,0.0,0.0,1500.0,150.0
Fresno,2024-01-02,65.66666666666667,87.0,,,96.0,8.35,13.5,3.2,0.0,8.5,0.0,0.0,1500.0,150.0
Fresno,2024-01-03,49.25,84.0,,,96.0,9.85,12.9,6.8,7.8,16.6,0.0,0.0,1500.0,150.0
Fresno,2024-01-04,32.135416666666664,62.0,,,96.0,6.9,11.1,2.7,0.1,12.2,0.0,0.0,1500.0,150.0
Fresno,2024-01-05,64.39583333333333,87.0,,,96.0,7.1,12.1,2.1,0.0,10.5,0.0,0.0,1500.0,150.0
Fresno,2024-01-06,78.47916666666667,123.0,,,96.0,5.5,10.6,0.4,0.0,8.1,0.0,0.0,1500.0,150.0
Fresno,2024-01-07,33.635416666666664,77.0,,,96.0,5.8,9.0,2.6,2.4,15.6,0.0,0.0,1500.0,150.0
Fresno,2024-01-08,51.010416666666664,99.0,,,96.0,4.449999999999999,10.2,-1.3,0.0,10.3,0.0,0.0,1500.0,150.0
Fresno,2024-01-09,53.666666666666664,100.0,,,96.0,4.8500000000000005,10.8,-1.1,0.0,9.0,0.0,0.0,1500.0,150.0
Fresno,2024-01-10,50.895833333333336,77.0,,,96.0,7.55,11.2,3.9,0.0,13.0,0.0,0.0,1500.0,150.0
Fresno,2024-01-11,23.958333333333332,61.0,,,96.0,6.550000000000001,9.9,3.2,6.1,21.7,0.0,0.0,1500.0,150.0
Fresno,2024-01-12,52.510416666666664,94.0,,,96.0,4.55,10.2,-1.1,0.0,11.2,0.0,0.0,1500.0,150.0
Fresno,2024-01-13,79.47916666666667,115.0,,,96.0,4.6,9.5,-0.3,1.8,9.2,0.0,0.0,1500.0,150.0
Fresno,2024-01-14,70.82291666666667,94.0,,,96.0,8.6,14.6,2.6,0.0,7.7,0.0,0.0,1500.0,150.0
Fresno,2024-01-15,44.5,85.0,,,96.0,9.3,13.9,4.7,0.0,12.1,0.0,0.0,1500.0,150.0
Fresno,2024-01-16,42.479166666666664,69.0,,,96.0,7.85,13.6,2.1,0.0,10.1,0.0,0.0,1500.0,150.0
Fresno,2024-01-17,68.25,87.0,,,96.0,11.95,16.8,7.1,4.7,12.3,0.0,0.0,1500.0,150.0
Fresno,2024-01-18,57.895833333333336,71.0,,,96.0,10.3,15.9,4.7,0.0,12.3,0.0,0.0,1500.0,150.0
Fresno,2024-01-19,70.44791666666667,88.0,,,96.0,12.15,18.1,6.2,0.0,7.9,0.0,0.0,1500.0,150.0
Fresno,2024-01-20,44.427083333333336,80.0,,,96.0,13.3,17.1,9.5,2.2,15.1,0.0,0.0,1500.0,150.0
Fresno,2024-01-21,21.96875,53.0,,,96.0,13.75,17.1,10.4,4.7,11.7,0.0,0.0,2870.160794622127,150.0
Fresno,2024-01-22,13.572916666666666,40.0,,,96.0,13.55,16.8,10.3,15.9,12.3,0.0,0.0,1500.0,150.0
Fresno,2024-01-23,32.302083333333336,66.0,,,96.0,11.5,16.2,6.8,0.2,14.3,0.0,0.0,1500.0,150.0
Fresno,2024-01-24,50.083333333333336,69.0,,,96.0,11.6,15.6,7.6,8.5,12.9,0.0,0.0,1500.0,150.0
Fresno,2024-01-25,41.885416666666664,60.0,,,96.0,11.45,16.1,6.8,0.9,15.0,0.0,0.0,1500.0,150.0
Fresno,2024-01-26,45.30107526881721,68.0,,,93.0,10.05,16.0,4.1,0.0,12.0,0.0,0.0,1500.0,150.0
Fresno,2024-01-27,47.5,88.0,,,96.0,11.6,17.5,5.7,0.0,8.4,0.0,0.0,1500.0,150.0
Fresno,2024-01-28,73.45833333333333,126.0,,,96.0,12.1,18.9,5.3,0.0,7.5,0.0,0.0,1500.0,150.0
Fresno,2024-01-29,77.98958333333333,109.0,,,96.0,13.85,22.2,5.5,0.0,9.3,0.0,0.0,1500.0,150.0
Fresno,2024-01-30,65.625,98.0,,,96.0,14.4,22.0,6.8,0.0,9.4,0.0,0.0,1500.0,150.0
Fresno,2024-01-31,52.395833333333336,83.0,,,96.0,15.4,20.7,10.1,0.0,11.0,0.0,0.0,1500.0,150.0
Fresno,2024-02-01,24.53125,55.0,,,96.0,13.8,16.7,10.9,15.9,17.8,0.0,0.0,1500.0,150.0
Fresno,2024-02-02,23.010416666666668,52.0,,,96.0,9.6,13.1,6.1,17.1,10.2,0.0,0.0,1500.0,150.0
Fresno,2024-02-03,34.15625,82.0,,,96.0,8.899999999999999,13.2,4.6,0.4,9.4,0.0,0.0,1500.0,150.0
Fresno,2024-02-04,21.15625,55.0,,,96.0,13.05,18.0,8.1,12.8,25.5,0.0,0.0,1500.0,150.0
Fresno,2024-02-05,14.822916666666666,52.0,,,96.0,12.05,16.8,7.3,4.9,29.2,0.0,0.0,1500.0,150.0
Fresno,2024-02-06,11.364583333333334,32.0,,,96.0,11.1,13.1,9.1,6.4,12.3,0.0,0.0,1500.0,150.0
Fresno,2024-02-07,21.927083333333332,52.0,,,96.0,9.1,12.8,5.4,7.0,16.8,0.0,0.0,1500.0,150.0
Fresno,2024-02-08,20.270833333333332,51.0,,,96.0,7.2,10.4,4.0,15.1,18.6,0.0,0.0,1699.9422622358568,150.0
Fresno,2024-02-09,45.145833333333336,127.0,,,96.0,6.449999999999999,12.2,0.7,0.0,12.3,0.0,0.0,1500.0,150.0
